Year,Month,Day,TA_F,SW_IN_F,VPD_F
2014,7,7,20.328,196.88,10.83
2014,7,8,22.898,252.436,8.133
2014,7,9,23.468,304.489,11.799
2014,7,10,20.573,308.474,11.612
2014,7,11,19.454,336.387,10.388
2014,7,12,20.622,310.465,11.875
2014,7,13,20.074,222.107,8.87
2014,7,14,23.003,302.461,12.674
2014,7,15,20.646,79.716,4.482
2014,7,16,19.948,47.768,1.327
2014,7,17,19.841,254.517,8.145
2014,7,18,19.571,324.061,10.28
2014,7,19,20.194,255.769,11.225
2014,7,20,20.115,176.462,7.94
2014,7,21,20.141,321.418,9.578
2014,7,22,21.779,303.452,11.582
2014,7,23,22.403,244.727,11.678
2014,7,24,18.812,303.696,7.236
2014,7,25,19.406,292.072,10.351
2014,7,26,19.934,270.765,11.569
2014,7,27,18.692,191.283,6.418
2014,7,28,18.912,37.679,1.785
2014,7,29,18.662,256.947,5.268
2014,7,30,17.612,193.989,4.693
2014,7,31,18.882,225.814,6.515
2014,8,1,19.749,212.578,8.182
2014,8,2,19.515,128.056,4.694
2014,8,3,18.867,236.53,7.543
2014,8,4,20.603,244.49,3.716
2014,8,5,21.443,262.122,6.666
2014,8,6,18.398,131.606,1.499
2014,8,7,17.514,219.195,4.743
2014,8,8,18.306,246.27,3.15
2014,8,9,20.442,283.35,5.349
2014,8,10,20.462,285.235,8.214
2014,8,11,18.956,249.194,4.981
2014,8,12,18.997,289.701,8.62
2014,8,13,15.871,92.262,5.041
2014,8,14,16.627,72.756,0.548
2014,8,15,16.158,188.787,5.764
2014,8,16,16.685,168.645,3.775
2014,8,17,15.417,82.163,2.328
2014,8,18,16.668,232.314,2.574
2014,8,19,18.532,281.899,7.603
2014,8,20,20.216,282.756,9.031
2014,8,21,19.304,192.129,5.224
2014,8,22,18.317,165.523,5.988
2014,8,23,18.742,211.763,6.089
2014,8,24,20.548,243.712,5.512
2014,8,25,23.768,263.459,8.213
2014,8,26,21.737,259.417,11.145
2014,8,27,21.813,205.348,11.021
2014,8,28,18.55,222.204,7.934
2014,8,29,16.12,276.612,8.045
2014,8,30,15.4,211.582,7.915
2014,8,31,18.518,81.141,7.053
2014,9,1,21.872,175.789,2.688
2014,9,2,19.788,65.729,4.149
2014,9,3,21.25,246.313,8.328
2014,9,4,19.843,245.429,11.38
2014,9,5,21.316,238.64,12.284
2014,9,6,20.251,128.042,7.307
2014,9,7,15.593,244.091,7.571
2014,9,8,14.092,251.595,7.346
2014,9,9,13.814,250.296,7.124
2014,9,10,14.273,231.292,4.859
2014,9,11,14.63,45.083,2.255
2014,9,12,12.529,245.555,6.675
2014,9,13,10.123,124.462,4.978
2014,9,14,10.326,138.132,4.013
2014,9,15,9.399,187.91,4.394
2014,9,16,10.564,102.301,3.66
2014,9,17,11.605,188.778,5.205
2014,9,18,10.55,187.053,5.385
2014,9,19,6.512,234.737,5.807
2014,9,20,9.073,93.058,5.245
2014,9,21,16.498,73.341,4.823
2014,9,22,15.209,176.264,3.863
2014,9,23,10.714,180.421,5.923
2014,9,24,10.608,214.366,4.754
2014,9,25,10.948,174.419,4.381
2014,9,26,15.422,197.101,5.104
2014,9,27,19.68,200.412,6.206
2014,9,28,19.715,193.5,6.939
2014,9,29,13.119,52.092,3.67
2014,9,30,10.464,96.673,3.397
2014,10,1,11.584,52.268,3.09
2014,10,2,11.167,183.844,4.894
2014,10,3,12.609,187.138,3.482
2014,10,4,13.432,44.954,0.966
2014,10,5,13.155,91.721,1.515
2014,10,6,8.853,161.095,4.421
2014,10,7,12.86,69.566,3.964
2014,10,8,14.478,61.602,1.276
2014,10,9,9.47,155.276,5.549
2014,10,10,8.5,161.382,4.858
2014,10,11,6.577,72.676,2.693
2014,10,12,8.218,168.999,3.22
2014,10,13,8.694,169.666,3.304
2014,10,14,13.924,130.878,3.538
2014,10,15,17.909,69.013,4.339
2014,10,16,17.829,33.688,2.174
2014,10,17,16.07,79.702,0.642
2014,10,18,13.283,69.804,1.645
2014,10,19,6.21,62.155,2.821
2014,10,20,4.929,134.336,3.728
2014,10,21,5.255,57.955,2.879
2014,10,22,6.286,53.872,1.042
2014,10,23,7.312,15.902,0.417
2014,10,24,5.931,31.123,0.362
2014,10,25,8.275,133.758,2.442
2014,10,26,7.675,72.805,2.104
2014,10,27,8.381,73.859,3.246
2014,10,28,6.43,75.601,2.26
2014,10,29,9.64,19.073,1.646
2014,10,30,6.384,97.924,2.851
2014,10,31,4.849,80.498,2.837
2014,11,1,2.948,25.762,2.068
2014,11,2,-0.364,6.24,0.636
2014,11,3,1.338,67.575,2.604
2014,11,4,2.128,50.365,1.683
2014,11,5,6.002,54.985,2.579
2014,11,6,4.311,44.291,1.089
2014,11,7,2.044,21.13,0.277
2014,11,8,0.117,116.016,2.475
2014,11,9,3.007,63.703,1.769
2014,11,10,3.74,77.927,1.31
2014,11,11,6.169,71.726,0.852
2014,11,12,7.721,12.711,0.298
2014,11,13,2.241,91.919,1.847
2014,11,14,-0.879,41.854,1.609
2014,11,15,-3.468,99.301,2.284
2014,11,16,-2.007,60.95,1.852
2014,11,17,-0.309,12.807,0.744
2014,11,18,-1.483,55,1.342
2014,11,19,-4.419,96.304,2.186
2014,11,20,-2.365,79.969,2.258
2014,11,21,-5.507,78.738,1.724
2014,11,22,-5.27,36.169,2.309
2014,11,23,3.103,22.056,1.124
2014,11,24,9.443,9.031,0.374
2014,11,25,10.916,57.382,3.033
2014,11,26,1.284,13.783,2.027
2014,11,27,-3.38,53.107,0.78
2014,11,28,-6.826,58.655,0.364
2014,11,29,-8.175,89.565,0.529
2014,11,30,-0.892,10.858,0.962
2014,12,1,3.503,33.063,1.003
2014,12,2,-7.746,86.305,2.038
2014,12,3,-3.022,13.526,0.378
2014,12,4,-4.782,71.089,1.445
2014,12,5,-11.387,82.231,1.695
2014,12,6,-3.15,12.607,0.349
2014,12,7,-7.9,72.689,0.94
2014,12,8,-14.967,77.014,1.061
2014,12,9,-5.382,15.355,0.402
2014,12,10,1.132,9.789,0.686
2014,12,11,2.589,41.827,0.164
2014,12,12,0.6,25.436,0.189
2014,12,13,0.929,19.37,0.109
2014,12,14,0.339,42.485,0.431
2014,12,15,-2.269,33.899,0.791
2014,12,16,-1.733,24.522,1.079
2014,12,17,0.822,7.108,0.176
2014,12,18,-1.401,28.43,0.676
2014,12,19,-3.113,75.822,1.355
2014,12,20,-7.562,25.271,0.514
2014,12,21,-4.443,28.996,0.476
2014,12,22,-2.259,40.782,0.734
2014,12,23,-0.438,16.506,0.916
2014,12,24,0.542,12.922,0.344
2014,12,25,5.597,24.873,0.82
2014,12,26,4.432,79.087,2.69
2014,12,27,3.228,51.832,1.553
2014,12,28,3.096,28.199,0.627
2014,12,29,-3.298,80.794,1.55
2014,12,30,-11.958,85.334,1.071
2014,12,31,-13.263,71.002,0.955
2015,1,1,-7.472,75.607,1.515
2015,1,2,-6.546,84.311,1.501
2015,1,3,-13.389,57.654,0.928
2015,1,4,-8.338,10.124,0.373
2015,1,5,-8.322,86.852,1.022
2015,1,6,-17.714,59.647,0.426
2015,1,7,-14.846,43.017,0.463
2015,1,8,-22.014,89.877,0.236
2015,1,9,-10.734,31.447,0.849
2015,1,10,-11.078,78.85,0.701
2015,1,11,-10.472,68.787,0.869
2015,1,12,-6.569,18.097,0.475
2015,1,13,-13.994,61.498,0.498
2015,1,14,-16.037,93.633,0.525
2015,1,15,-9.022,41.193,0.46
2015,1,16,-7.991,52.235,1.01
2015,1,17,-16.38,99.463,0.436
2015,1,18,-3.535,11.693,1.258
2015,1,19,4.016,42.35,0.56
2015,1,20,-7.705,102.21,1.131
2015,1,21,-10.077,100.203,1.115
2015,1,22,-8.709,106.751,0.993
2015,1,23,-6.619,74.875,1.165
2015,1,24,-4.339,31.604,1.091
2015,1,25,-6.398,106.368,1.069
2015,1,26,-14.655,94.351,0.446
2015,1,27,-13.958,6.321,0.506
2015,1,28,-9.96,48.654,0.811
2015,1,29,-8.245,114.792,0.978
2015,1,30,-5.092,16.626,0.262
2015,1,31,-9.656,33.405,0.81
2015,2,1,-14.83,125.061,0.719
2015,2,2,-20.918,21.818,0.16
2015,2,3,-16.139,106.816,0.547
2015,2,4,-10.554,84.675,0.675
2015,2,5,-9.269,34.841,0.711
2015,2,6,-15.891,119.019,0.474
2015,2,7,-12.928,83.208,0.631
2015,2,8,-16.52,49.724,0.46
2015,2,9,-15.129,40.886,0.657
2015,2,10,-12.388,53.751,0.659
2015,2,11,-13.174,142.687,0.586
2015,2,12,-16.334,45.315,0.39
2015,2,13,-16.637,148.249,0.488
2015,2,14,-18.144,104.392,0.383
2015,2,15,-14.213,81.673,0.45
2015,2,16,-14.549,148.703,0.984
2015,2,17,-13.326,120.076,0.71
2015,2,18,-8.833,155.338,1.062
2015,2,19,-9.126,45.553,0.34
2015,2,20,-13.202,114.501,1.041
2015,2,21,-10.546,124.158,1.049
2015,2,22,-3.8,130.919,1.301
2015,2,23,-12.769,171.798,0.759
2015,2,24,-17.18,156.872,0.524
2015,2,25,-8.631,91.928,0.966
2015,2,26,-12.108,116.002,0.807
2015,2,27,-11.889,177.885,0.801
2015,2,28,-9.189,185.627,1.077
2015,3,1,-7.355,144.703,1.294
2015,3,2,-5.187,95.762,1.552
2015,3,3,-8.29,186.906,1.353
2015,3,4,-0.1,131.475,2.759
2015,3,5,-7.591,78.054,1.407
2015,3,6,-11.788,201.386,1.039
2015,3,7,-6.372,174.529,1.539
2015,3,8,-3.84,135.256,1.234
2015,3,9,-4.108,113.806,1.492
2015,3,10,1.395,163.082,2.753
2015,3,11,4.987,140.231,3.396
2015,3,12,-4.102,191.872,1.561
2015,3,13,-6.265,222.468,1.385
2015,3,14,-3.477,61.948,1.495
2015,3,15,-5.107,52.525,0.739
2015,3,16,-2.892,212.497,2.569
2015,3,17,-4.189,54.579,0.879
2015,3,18,-8.93,206.128,1.319
2015,3,19,-8.021,225.098,1.552
2015,3,20,-3.451,224.368,2.503
2015,3,21,-1.255,65.442,1.059
2015,3,22,-9.584,245.797,1.152
2015,3,23,-10.334,232.821,1.352
2015,3,24,-2.945,240.488,2.17
2015,3,25,0.773,240.512,3.255
2015,3,26,4.567,120.397,3.214
2015,3,27,3.311,115.837,2.344
2015,3,28,-0.643,132.539,2.073
2015,3,29,-1.708,261.557,2.38
2015,3,30,-0.957,56.613,1.896
2015,3,31,0.944,221.195,2.8
2015,4,1,-2.616,271.606,2.162
2015,4,2,-0.215,159.71,2.809
2015,4,3,7.562,208.241,4.857
2015,4,4,-0.151,44.874,1.182
2015,4,5,-4.306,217.777,2.035
2015,4,6,-3.376,171.404,2.202
2015,4,7,1.474,203.672,2.448
2015,4,8,-0.209,216.119,2.386
2015,4,9,0.271,157.883,2.817
2015,4,10,1.887,47.642,0.944
2015,4,11,4.699,144.531,4.008
2015,4,12,10.046,283.342,5.904
2015,4,13,10.915,277.219,6.794
2015,4,14,10.292,238.441,6.291
2015,4,15,7.502,291.526,5.422
2015,4,16,6.518,290.874,5.812
2015,4,17,9.06,196.005,4.601
2015,4,18,7.325,247.009,5.18
2015,4,19,6.803,285.824,5
2015,4,20,4.537,142.667,3.589
2015,4,21,6.786,29.615,0.247
2015,4,22,8.303,274.48,3.771
2015,4,23,5.421,129.588,1.763
2015,4,24,2.791,171.978,1.447
2015,4,25,3.933,131.915,2.719
2015,4,26,6.192,161.497,2.152
2015,4,27,5.575,110.566,1.189
2015,4,28,7.275,149.827,2.887
2015,4,29,7.79,176.477,2.862
2015,4,30,8.279,129.544,3.087
2015,5,1,7.879,306.217,3.703
2015,5,2,8.77,309.38,4.486
2015,5,3,11.89,304.235,5.141
2015,5,4,15.747,302.396,9.273
2015,5,5,16.234,294.868,10.023
2015,5,6,15.776,279.178,9.612
2015,5,7,18.778,285.667,10.672
2015,5,8,10.77,268.792,7.435
2015,5,9,9.369,159.418,5.518
2015,5,10,17.099,185.128,5.513
2015,5,11,9.235,34.008,2.32
2015,5,12,11.943,92.34,2.873
2015,5,13,11.265,242.707,6.254
2015,5,14,13.169,337.567,7.758
2015,5,15,15.299,293.991,8.874
2015,5,16,13.77,159.374,6.046
2015,5,17,12.167,145.521,1.32
2015,5,18,12.486,257.311,5.698
2015,5,19,10.621,66.351,1.25
2015,5,20,11.673,259.314,5.59
2015,5,21,13.278,271.689,8.593
2015,5,22,11.074,211.887,4.715
2015,5,23,8.15,306.146,6.62
2015,5,24,15.34,262.354,9.431
2015,5,25,19.626,205.985,15.397
2015,5,26,20.668,209.109,9.537
2015,5,27,20.655,226.908,10.891
2015,5,28,19.807,207.374,7.138
2015,5,29,18.576,299.778,8.355
2015,5,30,20.402,293.843,9.673
2015,5,31,11.986,61.743,2.288
2015,6,1,8.793,97.488,1.347
2015,6,2,6.444,65.735,0.506
2015,6,3,8.157,117.866,3.049
2015,6,4,11.856,244.982,5.652
2015,6,5,11.154,271.809,5.267
2015,6,6,13.827,311.601,5.747
2015,6,7,14.38,321.214,8.977
2015,6,8,11.613,62.053,5.633
2015,6,9,15.178,54.517,2.572
2015,6,10,19.128,285.838,6.24
2015,6,11,19.956,272.158,10.722
2015,6,12,19.95,207.339,12.304
2015,6,13,20.066,332.44,9.861
2015,6,14,18.784,343.501,9.194
2015,6,15,15.98,317.686,7.269
2015,6,16,14.255,58.245,2.977
2015,6,17,17.358,351.601,8.599
2015,6,18,17.34,315.568,10.065
2015,6,19,15.496,233.214,7.593
2015,6,20,15.441,358.421,9.125
2015,6,21,12.309,46.027,1.629
2015,6,22,17.141,257.957,4.948
2015,6,23,13.675,42.332,1.983
2015,6,24,18.697,360.522,9.164
2015,6,25,17.589,354.559,10.05
2015,6,26,17.363,300.796,6.898
2015,6,27,17.092,345.632,8.188
2015,6,28,11.276,46.201,2.279
2015,6,29,14.48,189.873,4.049
2015,6,30,19.047,296.572,7.548
2015,7,1,16.63,73.481,3.541
2015,7,2,18.371,265.537,8.059
2015,7,3,18.845,350.605,12.067
2015,7,4,17.985,226.191,10.267
2015,7,5,20.182,264.059,8.178
2015,7,6,22.135,305.418,10.557
2015,7,7,21.364,291.017,9.311
2015,7,8,20.258,243.676,7.37
2015,7,9,17.673,215.012,9.019
2015,7,10,20.86,289.805,11.505
2015,7,11,22.85,318.933,12.491
2015,7,12,23.595,280.828,11.935
2015,7,13,21.201,310.22,14.184
2015,7,14,20.319,317.225,10.823
2015,7,15,17.867,161.521,5.154
2015,7,16,16.608,343.627,10.616
2015,7,17,17.871,321.355,10.425
2015,7,18,16.093,54.701,5.298
2015,7,19,18.087,75.798,5.736
2015,7,20,21.131,228.804,5.329
2015,7,21,19.1,89.454,4.19
2015,7,22,19.743,276.188,8.082
2015,7,23,18.371,222.472,7.464
2015,7,24,16.224,103.395,1.362
2015,7,25,15.83,145.248,4.845
2015,7,26,14.614,48.777,5.062
2015,7,27,19.12,141.297,5.71
2015,7,28,21.16,276.668,7.981
2015,7,29,22.615,289.722,11.439
2015,7,30,22.616,233.15,8.992
2015,7,31,22.365,289.841,12.213
2015,8,1,19.88,240.29,5.417
2015,8,2,20.353,286.671,9.126
2015,8,3,21.825,304.799,12.334
2015,8,4,19.375,193.62,8.369
2015,8,5,16.749,197.263,2.977
2015,8,6,17.794,238.495,6.443
2015,8,7,18.465,267.254,7.454
2015,8,8,20.289,272.115,7.757
2015,8,9,17.833,227.705,6.481
2015,8,10,19.135,270.418,9.237
2015,8,11,17.029,126.61,4.434
2015,8,12,19.188,140.463,2.23
2015,8,13,19.647,274.965,6.736
2015,8,14,20.175,294.344,9.717
2015,8,15,21.299,152.842,3.455
2015,8,16,23.656,274.793,9.803
2015,8,17,24.142,278.083,11.311
2015,8,18,24.712,267.565,8.966
2015,8,19,23.041,240.403,5.823
2015,8,20,21.905,174.866,5.668
2015,8,21,21.93,130.235,4.78
2015,8,22,20.492,184.907,4.679
2015,8,23,21.398,149.176,3.621
2015,8,24,22.251,134.646,1.543
2015,8,25,20.653,100.496,3.781
2015,8,26,19.628,57.896,0.578
2015,8,27,18.966,227.777,5.916
2015,8,28,18.668,249.302,7.6
2015,8,29,18.069,188.331,7.349
2015,8,30,20.054,140.227,7.745
2015,8,31,20.858,181.856,8.769
2015,9,1,19.179,245.381,8.333
2015,9,2,21.389,211.368,8.346
2015,9,3,22.388,234.26,9.875
2015,9,4,16.592,258.093,7.593
2015,9,5,18.35,243.558,7.767
2015,9,6,20.507,247.721,9.207
2015,9,7,23.615,232.548,13.319
2015,9,8,24.051,179.26,6.658
2015,9,9,21.74,161.58,7.817
2015,9,10,20.112,138.647,6.854
2015,9,11,14.672,51.874,1.405
2015,9,12,16.889,215.981,4.701
2015,9,13,15.852,93.314,3.07
2015,9,14,17.031,160.444,1.454
2015,9,15,19.986,227.098,7.41
2015,9,16,22.219,215.471,7.209
2015,9,17,22.235,218.539,8.052
2015,9,18,21.627,219.896,7.784
2015,9,19,19.288,211.705,5.785
2015,9,20,16.04,168.05,4.596
2015,9,21,13.71,224.256,5.841
2015,9,22,13.482,119.361,4.424
2015,9,23,16.229,215.413,5.485
2015,9,24,14.962,213.757,6.67
2015,9,25,9.556,107.389,5.348
2015,9,26,9.641,218.374,4.658
2015,9,27,11.366,213.177,5.747
2015,9,28,15.53,183.423,6.98
2015,9,29,19.528,80.929,3.883
2015,9,30,13.099,9.57,0.498
2015,10,1,9.646,106.816,5.016
2015,10,2,7.981,112.463,5.293
2015,10,3,7.71,168.511,3.999
2015,10,4,7.616,184.276,3.476
2015,10,5,9.523,169.077,2.532
2015,10,6,9.911,136.949,3.479
2015,10,7,12.4,160.407,3.979
2015,10,8,9.531,184.332,3.944
2015,10,9,6.448,17.13,1.073
2015,10,10,5.785,160.585,3.524
2015,10,11,5.445,18.81,3.392
2015,10,12,13.203,152.559,3.475
2015,10,13,14.156,54.657,1.384
2015,10,14,12.499,101.915,3.705
2015,10,15,7.622,168.458,4.216
2015,10,16,7.38,81.898,2.135
2015,10,17,1.356,57.406,0.823
2015,10,18,-0.217,115.3,2.586
2015,10,19,1.006,148.463,2.941
2015,10,20,9.052,95.462,3.706
2015,10,21,6.398,154.662,3.584
2015,10,22,7.943,18.628,2.794
2015,10,23,4.996,68.744,3.175
2015,10,24,3.954,128.6,1.786
2015,10,25,9.099,26.79,1.696
2015,10,26,3.595,141.233,3.071
2015,10,27,2.896,143.512,1.742
2015,10,28,4.409,77.122,1.124
2015,10,29,14.189,41.12,0.633
2015,10,30,5.108,114.894,3.525
2015,10,31,4.086,123.958,2.805
2015,11,1,7.085,26.036,1.298
2015,11,2,8.472,87.565,2.473
2015,11,3,6.502,30.963,0.445
2015,11,4,8.42,115.577,1.827
2015,11,5,6.202,35.589,0.967
2015,11,6,10.941,19.746,1.277
2015,11,7,10.062,62.095,4.148
2015,11,8,2.786,124.135,3.653
2015,11,9,5.731,104.675,2.823
2015,11,10,8.078,111.691,1.448
2015,11,11,5.033,37.169,1.672
2015,11,12,3.068,49.64,1.135
2015,11,13,7.614,65.649,0.965
2015,11,14,3.016,64.737,1.844
2015,11,15,3.302,70.076,2.622
2015,11,16,2.961,42.011,2.525
2015,11,17,2.252,102.552,1.839
2015,11,18,-0.192,102.867,0.986
2015,11,19,3.596,15.971,0.597
2015,11,20,7.991,12.262,0.541
2015,11,21,1.776,61.839,1.019
2015,11,22,2.888,27.954,0.926
2015,11,23,-1.054,71.155,1.089
2015,11,24,-5.514,102.614,1.933
2015,11,25,-4.403,96.215,1.343
2015,11,26,2.512,38.139,1.284
2015,11,27,10.064,33.094,2.19
2015,11,28,-0.406,32.038,0.846
2015,11,29,-3.829,59.746,1.904
2015,11,30,-7.912,93.864,1.942
2015,12,1,-2.992,79.902,1.388
2015,12,2,2.282,18.444,0.148
2015,12,3,2.248,16.539,0.135
2015,12,4,-0.619,36.98,0.723
2015,12,5,4.044,83.353,1.039
2015,12,6,2.081,89.405,0.785
2015,12,7,2.731,79.143,1.339
2015,12,8,-0.485,59.148,1.182
2015,12,9,-1.815,41.508,1.328
2015,12,10,4.035,5.161,0.715
2015,12,11,6.481,16.635,0.253
2015,12,12,7.398,59.766,1.171
2015,12,13,2.717,74.49,1.939
2015,12,14,0.017,8.854,0.699
2015,12,15,0.514,8.531,0.243
2015,12,16,-1.801,70.797,0.988
2015,12,17,0.252,12.239,0.662
2015,12,18,3.262,33.919,0.343
2015,12,19,-0.547,52.478,1.444
2015,12,20,-4.829,83.273,1.753
2015,12,21,-1.645,24.522,1.775
2015,12,22,1.244,20.811,0.299
2015,12,23,1.663,29.984,0.097
2015,12,24,6.452,33.466,0.64
2015,12,25,6.722,59.646,1.885
2015,12,26,2.792,82.21,1.464
2015,12,27,-1.168,13.478,0.425
2015,12,28,-8.952,77.978,0.624
2015,12,29,-11.753,5.717,0.311
2015,12,30,-7.517,23.223,0.323
2015,12,31,-0.211,38.192,0.814
2016,1,1,1.388,71.551,1.142
2016,1,2,-0.542,72.136,1.14
2016,1,3,-0.052,33.408,0.639
2016,1,4,-9.613,81.144,0.366
2016,1,5,-11.633,89.093,0.472
2016,1,6,-5.777,82.749,1.385
2016,1,7,-2.68,66.385,0.671
2016,1,8,-1.506,66.457,0.516
2016,1,9,-2.427,25.395,0.41
2016,1,10,3.456,10.05,0.678
2016,1,11,0.343,66.359,1.124
2016,1,12,-7.174,66.493,1.134
2016,1,13,-6.108,66.787,0.594
2016,1,14,-10.012,75.712,0.568
2016,1,15,-7.503,88.319,0.611
2016,1,16,-7.314,10.516,0.5
2016,1,17,-3.759,86.276,0.789
2016,1,18,-5.944,38.788,0.491
2016,1,19,-9.712,77.165,0.822
2016,1,20,-4.352,103.558,1.123
2016,1,21,-6.248,106.566,0.843
2016,1,22,-6.232,107.719,0.894
2016,1,23,-10.977,60.147,0.389
2016,1,24,-6.404,106.655,0.763
2016,1,25,-3.296,106.355,0.851
2016,1,26,1.762,44.943,1.822
2016,1,27,2.814,56.367,1.821
2016,1,28,-3.16,78.888,0.94
2016,1,29,-0.901,22.881,0.599
2016,1,30,0.425,57.378,1.324
2016,1,31,1.737,39.746,1.555
2016,2,1,5.52,59.89,1.773
2016,2,2,-0.245,123.078,1.351
2016,2,3,-1.172,11.711,0.782
2016,2,4,8.868,58.135,0.719
2016,2,5,-0.481,7.316,0.495
2016,2,6,-4.232,92.187,1.533
2016,2,7,-2.614,103.585,1.712
2016,2,8,-9.654,35.917,0.703
2016,2,9,-7.225,60.073,0.57
2016,2,10,-4.736,86.17,0.801
2016,2,11,-5.212,76.936,0.886
2016,2,12,-13.268,149.352,0.556
2016,2,13,-14.636,53.772,0.445
2016,2,14,-17.553,152.955,0.372
2016,2,15,-13.028,147.116,0.617
2016,2,16,3.131,15.522,1.068
2016,2,17,3.477,123.61,1.709
2016,2,18,-2.447,88.063,1.097
2016,2,19,-3.112,156.724,1.71
2016,2,20,2.934,18.755,0.765
2016,2,21,4.49,85.295,1.517
2016,2,22,-4.485,172.455,1.475
2016,2,23,-7.123,143.663,1.72
2016,2,24,-1.628,27.623,0.568
2016,2,25,8.729,17.749,0.265
2016,2,26,-2.005,146.489,1.45
2016,2,27,-4.19,179.064,2.133
2016,2,28,1.608,35.833,2.717
2016,2,29,4.266,84.384,2.529
2016,3,1,-3.477,183.234,2.333
2016,3,2,-1.531,29.399,1.002
2016,3,3,-11.443,200.124,1.114
2016,3,4,-8.79,148.645,1.654
2016,3,5,-5.12,199.692,1.948
2016,3,6,-1.142,148.71,2.146
2016,3,7,-0.448,33.836,1.365
2016,3,8,5.379,166.773,2.047
2016,3,9,8.892,122.05,2.43
2016,3,10,8.804,30.308,1.604
2016,3,11,3.933,138.835,2.091
2016,3,12,4.79,200.337,3.523
2016,3,13,6.468,222.741,3.767
2016,3,14,0.756,163.743,2.865
2016,3,15,3.031,35.994,1.359
2016,3,16,5.006,96.782,1.078
2016,3,17,5.11,74.152,0.42
2016,3,18,0.505,70.974,1.258
2016,3,19,-3.088,238.858,1.973
2016,3,20,-1.721,233.083,2.076
2016,3,21,-1.334,56.003,1.35
2016,3,22,-0.691,246.786,2.3
2016,3,23,2.281,139.197,2.402
2016,3,24,-3.554,52.258,2.094
2016,3,25,-0.752,29.411,0.727
2016,3,26,0.537,180.001,1.895
2016,3,27,1.783,205.784,2.414
2016,3,28,3.021,32.179,1.354
2016,3,29,1.922,85.673,1.503
2016,3,30,4.871,235.991,4.298
2016,3,31,9.249,74.408,3.413
2016,4,1,12.345,69.729,2.48
2016,4,2,4.824,39.356,1.838
2016,4,3,-3.478,158.555,2.112
2016,4,4,-6.521,206.844,2.221
2016,4,5,-6.539,280.615,2.384
2016,4,6,-2.563,237.133,3.189
2016,4,7,5.999,28.685,0.498
2016,4,8,6.827,105.923,0.456
2016,4,9,0.426,244.076,2.469
2016,4,10,-1.378,291.181,2.835
2016,4,11,2.225,50.722,1.469
2016,4,12,6.308,25.865,0.321
2016,4,13,3.808,271.174,3.078
2016,4,14,4.18,296.853,4.099
2016,4,15,5.255,301.862,4.652
2016,4,16,6.652,300.026,4.143
2016,4,17,11.766,282.225,5.223
2016,4,18,10.395,222.787,5.49
2016,4,19,7.101,157.762,3.645
2016,4,20,6.907,283.133,4.168
2016,4,21,13.729,306.088,7.454
2016,4,22,14.139,197.612,6.325
2016,4,23,9.897,251.551,3.996
2016,4,24,4.203,323.735,5.099
2016,4,25,4.424,322.41,5.095
2016,4,26,0.988,151.656,3.367
2016,4,27,3.629,319.828,4.805
2016,4,28,1.271,299.172,4.138
2016,4,29,4.309,329.057,4.626
2016,4,30,7.831,323.542,5.08
2016,5,1,8.115,213.675,5.464
2016,5,2,5.099,46.728,1.978
2016,5,3,6.9,106.529,2.253
2016,5,4,8.224,115.836,3.595
2016,5,5,6.071,74.705,1.652
2016,5,6,11.456,284.645,3.264
2016,5,7,11.544,228.146,4.184
2016,5,8,7.819,85.262,3.063
2016,5,9,4.564,150.858,5.008
2016,5,10,11.178,312.066,6.778
2016,5,11,12.498,348.008,7.691
2016,5,12,16.84,299.714,10.041
2016,5,13,14.019,214.11,6.237
2016,5,14,17.276,280.423,7.809
2016,5,15,8.613,65.564,2.676
2016,5,16,4.191,88.902,3.385
2016,5,17,8.537,229.952,5.31
2016,5,18,11.825,290.358,6.658
2016,5,19,13.772,206.624,6.82
2016,5,20,16.945,285.829,9.02
2016,5,21,18.306,326.035,14.611
2016,5,22,16.442,310.36,8.965
2016,5,23,18.218,325.226,9.473
2016,5,24,15.49,185.998,6.583
2016,5,25,17.476,244.039,8.432
2016,5,26,17.507,330.224,7.823
2016,5,27,11.971,121.223,6.6
2016,5,28,17.234,263.022,11.609
2016,5,29,11.066,45.05,6.279
2016,5,30,13.628,154.479,3.057
2016,5,31,20.779,323.513,9.697
2016,6,1,17.64,348.595,9.82
2016,6,2,14.093,284.02,7.888
2016,6,3,13.048,85.84,4.87
2016,6,4,17.105,225.404,5.811
2016,6,5,15.225,144.121,4.119
2016,6,6,15.915,177.971,5.079
2016,6,7,16.558,145.158,6.044
2016,6,8,14.383,223.755,3.815
2016,6,9,10.151,183.955,5.03
2016,6,10,12.676,213.596,5.985
2016,6,11,14.454,174.187,6.35
2016,6,12,11.291,58.223,1.766
2016,6,13,11.936,84.529,2.379
2016,6,14,13.649,194.368,5.96
2016,6,15,15.519,309.347,7.152
2016,6,16,16.644,329.105,8.584
2016,6,17,17.752,319.541,11.005
2016,6,18,17.707,357.309,13.374
2016,6,19,18.212,322.514,14.743
2016,6,20,18.02,341.2,11.58
2016,6,21,19.111,296.147,12.969
2016,6,22,15.461,226.108,8.044
2016,6,23,15.451,277.531,6.946
2016,6,24,17.627,359.188,9.091
2016,6,25,18.736,342.422,12.547
2016,6,26,20.054,348.133,14.669
2016,6,27,20.243,313.209,15.002
2016,6,28,19.955,118.082,10.889
2016,6,29,18.134,96.238,2.125
